field,seed,trained,solver,tol,adjoint_tol,adj_offset,fwd_nfe,bwd_nfe,ratio,recon_rel,recon_ok,grad_reldiff,grad_ok,wall_s,capped,ref_tol,hardware
mnist,1,1,dopri5,0.001,0.001,1.0,44,464,10.545454545454545,0.3181944787502289,0,0.020910000428557396,0,0.8,0,1e-07,NVIDIA A100 80GB PCIe MIG 4g.40gb
mnist,1,1,dopri5,0.001,0.1,100.0,44,98,2.227272727272727,0.3181944787502289,0,0.045462824404239655,0,0.23,0,1e-07,NVIDIA A100 80GB PCIe MIG 4g.40gb
mnist,1,1,dopri5,1e-05,1e-05,1.0,128,15776,123.25,0.007845302112400532,1,0.00074869574746117,1,22.82,0,1e-07,NVIDIA A100 80GB PCIe MIG 4g.40gb
mnist,1,1,dopri5,1e-05,0.001,100.0,128,488,3.8125,0.007845302112400532,1,0.000793845858424902,1,0.95,0,1e-07,NVIDIA A100 80GB PCIe MIG 4g.40gb
mnist,1,1,bosh3,0.001,0.001,1.0,65,1265,19.46153846153846,0.025893492624163628,0,0.01833597756922245,0,2.21,0,1e-07,NVIDIA A100 80GB PCIe MIG 4g.40gb
mnist,1,1,bosh3,0.001,0.1,100.0,65,74,1.1384615384615384,0.025893492624163628,0,0.03728754445910454,0,0.27,0,1e-07,NVIDIA A100 80GB PCIe MIG 4g.40gb
mnist,1,1,bosh3,1e-05,1e-05,1.0,242,49211,203.3512396694215,0.0011965809389948845,1,0.0003313155029900372,1,80.02,0,1e-07,NVIDIA A100 80GB PCIe MIG 4g.40gb
mnist,1,1,bosh3,1e-05,0.001,100.0,242,1364,5.636363636363637,0.0011965809389948845,1,0.0003266489948146045,1,2.86,0,1e-07,NVIDIA A100 80GB PCIe MIG 4g.40gb
mnist,1,1,scipy:LSODA,0.001,0.001,1.0,-1,-1,nan,nan,0,nan,0,0.01,1,1e-07,NVIDIA A100 80GB PCIe MIG 4g.40gb
mnist,1,1,scipy:LSODA,0.001,0.1,100.0,-1,-1,nan,nan,0,nan,0,0.0,1,1e-07,NVIDIA A100 80GB PCIe MIG 4g.40gb
mnist,1,1,scipy:LSODA,1e-05,1e-05,1.0,-1,-1,nan,nan,0,nan,0,0.0,1,1e-07,NVIDIA A100 80GB PCIe MIG 4g.40gb
mnist,1,1,scipy:LSODA,1e-05,0.001,100.0,-1,-1,nan,nan,0,nan,0,0.0,1,1e-07,NVIDIA A100 80GB PCIe MIG 4g.40gb
